Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
"10 POINT, INC.","10 POINT, INC.",7000 CUNNINGHAM RD,HOUSTON,TX,77041,238991,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2017-07-21T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"1ST TEXAS FIRE PROTECTION, INC.","1ST TEXAS FIRE PROTECTION, INC.",6315 GESSNER RD STE B,HOUSTON,TX,77041,238991,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2019-05-01T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
24/6 TECHNICAL SERVICES,24/6 TECHNICAL SERVICES LLC,11874 FAIRPOINT DR,HOUSTON,TX,77099,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2024-08-14T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"2ND OPINION AC, LLC","2ND OPINION AC, LLC",6314 N MAIN ST,HOUSTON,TX,77009,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2023-10-04T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
2X DESIGN BUILD,"2XSTUDIO, LLC",1502 SAWYER ST STE 135,HOUSTON,TX,77007,238912,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2021-01-30T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
2XTREME CONSTRUCTION,MARIA ISABEL RIOS,615 BRIGHT PENNY LN,HOUSTON,TX,77015,238992,"Construction (General, Civil, Specialty Trades)",Type IS,2016-02-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"3-TIER COMMUNICATIONS, LLC","3-TIER COMMUNICATIONS, LLC",5710 W 34TH ST STE E,HOUSTON,TX,77092,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2010-11-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"31-W INSULATION CO., INC.","31-W INSULATION CO., INC.",3838 PINEMONT DR,HOUSTON,TX,77018,238990,"Construction (General, Civil, Specialty Trades)",Foreign Corporation (Out-of-State),2004-12-29T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"5-NET SOLUTIONS, LLC","5-NET SOLUTIONS, LLC",550 MAXEY RD # 96141,HOUSTON,TX,77013,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2021-07-28T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
503 HVAC HEATING & COOLING HOUSTON TX,503 HVAC HEATING & COOLING HOUSTON TX  LLC,6523 GLENN LAKES DR,HOUSTON,TX,77069,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2024-03-20T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"700 LOUISIANA STREET, SUITE 4250","CATALYST AC & HEAT, LLC",700 LOUISIANA ST STE 4250,HOUSTON,TX,77002,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Corporation / Corporate Entity,2025-06-21T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
713-722-9600 PROBUILD LLC,713-722-9600 PROBUILD LLC,64 LEGEND LN,HOUSTON,TX,77024,238160,Roofing Contractors,Limited Liability Company (LLC),2026-03-04T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
9520 WILCREST DR,KRYSTALLOS LLC,9520 WILCREST DR APT 3112,HOUSTON,TX,77099,238150,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2023-10-13T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
9555 W SAM HOUSTON PKWY S,LGS FRAMEX LLC,9555 W SAM HOUSTON PKWY S,HOUSTON,TX,77099,238130,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2026-06-17T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"A & A GENPRO, INC.","A & A GENPRO, INC.",4303 DACOMA ST,HOUSTON,TX,77092,238290,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2011-09-22T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A & A WELDING SERVICE INC,A & A WELDING SERVICE INC,3153 TILFER ST,HOUSTON,TX,77087,238190,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2025-01-16T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A & C PLASTIC PRODUCTS INC,"A & C PLASTIC PRODUCTS, INC.",6135 NORTHDALE ST,HOUSTON,TX,77087,238990,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2007-03-28T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"A & L BUILDING SOLUTIONS, INC.","A & L BUILDING SOLUTIONS, INC.",7822 OAK VISTA ST,HOUSTON,TX,77087,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2017-07-15T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A BEST GUTTER ORIGINAL LLC,A BEST GUTTER ORIGINAL LLC,14606 WADLINGTON DR,HOUSTON,TX,77044,238170,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2023-09-01T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A G  WELDING,"SEPTH GROUP, LLC",8125 MCGEE LN,HOUSTON,TX,77071,238121,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2003-01-29T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A G T INC,"AGT, INC.",5620 RAMPART ST,HOUSTON,TX,77081,238151,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1993-03-09T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A STEP ABOVE AC HEAT & REFRIGERATION,A STEP ABOVE AC/HEAT & REFRIGERATION LLC,2427 BRIARWEST BLVD,HOUSTON,TX,77077,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2023-08-15T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A TO B FIBER AND LOW VOLTAGE TECHNOLOGY,A TO B FIBER AND LOW VOLTAGE TECHNOLOGY LLC,17350 STATE HIGHWAY 249 STE 220 # 27658,HOUSTON,TX,77064,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2025-03-18T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A&A GENPRO LLC,A&A GENPRO LLC,4400 BLALOCK RD STE 400,HOUSTON,TX,77041,238210,Electrical Contractors and Other Wiring Installation,Corporation / Corporate Entity,2024-01-19T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"A&M SHOWER AND GLASS DESIGN, INC","A&M SHOWER AND GLASS DESIGN, INC",9333 HARWIN DR,HOUSTON,TX,77036,238150,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2024-08-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A-1 CONSTRUCTION SERVICES,A-1 STRIPING & PAVING COMPANY,6108 BRITTMOORE RD,HOUSTON,TX,77041,238992,"Construction (General, Civil, Specialty Trades)",Foreign Corporation (Out-of-State),2013-09-24T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A-1 NATIONAL FIRE CO,SUMMIT FIRE & SECURITY LLC,12711 EAST FWY,HOUSTON,TX,77015,238290,"Construction (General, Civil, Specialty Trades)",Corporation / Corporate Entity,2018-11-03T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A-1 TOPS SERVICES,"G&B INVESTMENTS, INC.",8950 WESTPARK DR STE 305,HOUSTON,TX,77063,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2005-03-19T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A-PLUS GLASS SERVICES INC,"A-PLUS GLASS SERVICES, INC.",5015 GESSNER DR STE C,HOUSTON,TX,77041,238150,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2024-08-07T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A.D.H. INSTALLERS,A.D.H. INSTALLERS COMPANY,9231 CLARIDGE DR,HOUSTON,TX,77031,238292,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2023-08-22T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A.I.R. DUCT CLEANING,HONDOLOS INC,10406 BOB WHITE DR,HOUSTON,TX,77096,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2025-05-12T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A.K. BUILD UP L.L.C.,A.K. BUILD UP L.L.C.,11803 ALMEDA RD,HOUSTON,TX,77045,238910,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2025-10-09T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A.V. INSTALLATION AND REMODELING,ARTURO JOEL VILLAGOMEZ,3230 S GESSNER RD,HOUSTON,TX,77063,238391,"Construction (General, Civil, Specialty Trades)",Type IS,2026-04-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A/C ADVANCE,"A/C ADVANCE, LLC",2249 HIGHWAY 6 S,HOUSTON,TX,77077,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2011-03-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A/C MAN COOLING & HEATING INC.,A/C MAN COOLING & HEATING INC.,14173 NORTHWEST FWY # 268,HOUSTON,TX,77040,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2026-05-05T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"A/C NATION, INC.","A/C NATION, INC.",11526 LYNDA DR,HOUSTON,TX,77038,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2012-05-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A/W MECHANICAL SERVICES,"A/W MECHANICAL SERVICES, L.P.",3331 W 11TH ST,HOUSTON,TX,77008,238222,"Construction (General, Civil, Specialty Trades)",Type PL,1988-09-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A1 MOOSE FLOORS INC,A1 MOOSE FLOORS INC,8628 SCHUMACHER LN,HOUSTON,TX,77063,238330,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2024-02-15T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A1 PLUS ELECTRICAL LLC,A1 PLUS ELECTRICAL CO.,2001 KARBACH ST STE I,HOUSTON,TX,77092,238210,Electrical Contractors and Other Wiring Installation,Texas Corporation,2020-03-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A1 STEEL INDUSTRY LLC,A1 STEEL INDUSTRY LLC,11501 ROWAN LN UNIT F3,HOUSTON,TX,77072,238290,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2024-02-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
A2 GLASS LLC,A2 GLASS LLC,6511 MYRTLE ST,HOUSTON,TX,77087,238150,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2021-10-22T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AA CANN MECHANICAL INC,"AA CANN MECHANICAL, INC.",12718 ROBERT E LEE RD,HOUSTON,TX,77044,238211,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1998-02-09T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"AA&T, INC.","AA&T, INC.",2021 ALDINE MAIL RD STE 1005,HOUSTON,TX,77039,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2016-04-14T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAA AUGER,"AUGERMAN, INC.",18702 KIETH HARROW BLVD,HOUSTON,TX,77084,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,2012-01-24T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAA CAPITAL ROOFING  ENTERPRISE INC,AAA CAPITAL ROOFING  ENTERPRISE INC,8214 SPLIT OAK DR,HOUSTON,TX,77040,238160,Roofing Contractors,Texas Corporation,2015-09-30T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAA PAVING SINCE 1964,"AAA PAVING SINCE 1964, LLC",14601 LILLJA RD,HOUSTON,TX,77060,238110,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2025-01-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"AAA PLUMBERS, INC.","AAA PLUMBERS, LLC",6547 PETROPARK DR,HOUSTON,TX,77041,238221,"Construction (General, Civil, Specialty Trades)",Corporation / Corporate Entity,2006-12-05T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAA TSM ENTERPRISES INC,AAA TSM ENTERPRISES INC,5710 STAR LN,HOUSTON,TX,77057,238160,Roofing Contractors,Texas Corporation,2014-01-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAA TSM ENTERPRISES INC,AAA TSM ENTERPRISES INC,6839 SOUTH LOOP E,HOUSTON,TX,77087,238160,Roofing Contractors,Texas Corporation,2022-12-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AAR INCORPORATED,AAR INCORPORATED,6640 SIGNAT DR,HOUSTON,TX,77041,238992,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2006-12-05T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AARDVARK A/C & HEATING INC,"AARDVARK AIR CONDITIONING & HEATING, INC.",11111 NEESHAW DR,HOUSTON,TX,77065,238221,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2008-08-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"AARM ELECTRICAL & CONTROLS, LLC","AARM ELECTRICAL & CONTROLS, LLC",14423 WADLINGTON DR,HOUSTON,TX,77044,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2016-02-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AARON WILLIAM TECHNOLOGY SOLUTIONS LLC,AARON WILLIAM TECHNOLOGY SOLUTIONS LLC,6323 RIVERVIEW WAY,HOUSTON,TX,77057,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2026-08-27T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AARON-CARTER ELECTRIC INC,"AARON-CARTER ELECTRIC, INC.",1714 STRAWN RD,HOUSTON,TX,77039,238211,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1998-04-09T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABBARELI SERVICES LLC,ABBARELI SERVICES LLC,10802 GREENCREEK DR APT 1103,HOUSTON,TX,77070,238310,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2017-06-01T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABC STEEL PRODUCTS CO INC,"A B C STEEL PRODUCTS CO., INC.",5100 S WILLOW DR,HOUSTON,TX,77035,238992,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1985-10-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABCO DOOR COMPANY, LLC","ABCO DOOR COMPANY, LLC",15255 GULF FWY STE 173B,HOUSTON,TX,77034,238990,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2025-12-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABER FENCE AND SUPPLY COMPANY, INC.","ABER FENCE AND SUPPLY COMPANY, INC.",12239 MOSIELEE ST,HOUSTON,TX,77086,238190,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2007-01-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABERLE PLUMBING, LLC","ABERLE PLUMBING, LLC",13141 KINSMAN RD,HOUSTON,TX,77049,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2010-10-26T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABLE & WILLING CONSTRUCTION CO,"ABLE & WILLING CONSTRUCTION, INC.",13721 ALMEDA SCHOOL RD,HOUSTON,TX,77047,238000,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1995-02-09T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABLE INSULATION CONTRACTORS,"ABLE INSULATION CONTRACTORS, INC.",9500 TAVE NOR,HOUSTON,TX,77075,238991,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1992-03-20T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABM ELECTRICAL POWER SERVICES, LLC","ABM ELECTRICAL POWER SERVICES, LLC",8101 W SAM HOUSTON PKWY S STE 150,HOUSTON,TX,77072,238290,"Construction (General, Civil, Specialty Trades)",Corporation / Corporate Entity,2014-05-16T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABR PLUMBING SERVICES,ANNE H ROSS,7342 WOODOAK DR,HOUSTON,TX,77040,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Type IS,2011-09-22T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABRASIVE WAREHOUSE & EQUIPMENT, L.P.","ABRASIVE WAREHOUSE & EQUIPMENT, L.P.",10775 KEMPWOOD DR STE 1,HOUSTON,TX,77043,238990,"Construction (General, Civil, Specialty Trades)",Type PL,2022-12-07T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABSOLUTE DESIGNS COUNTERTOPS & TILE, INC.","ABSOLUTE DESIGNS COUNTERTOPS & TILE, INC.",11634 EVESBOROUGH DR,HOUSTON,TX,77099,238340,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2023-05-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABSOLUTE GLASSWORKS,"HOUSTON'S ABSOLUTE GLASSWORKS, INC.",6718 CHETWOOD DR,HOUSTON,TX,77081,238151,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2022-05-19T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ABSOLUTE MECHANICAL LLC,ABSOLUTE MECHANICAL LLC,18414 KINGS LYNN ST,HOUSTON,TX,77058,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2019-09-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ABT PLUMBING CO., INC.","ABT PLUMBING CO., INC.",2015 FIRNAT ST,HOUSTON,TX,77093,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Texas Corporation,1991-09-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AC'S MECHANICAL LLC,AC'S MECHANICAL LLC,5208 BELL ST,HOUSTON,TX,77023,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2018-01-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AC/DC ELECTRIC INC,"AC/DC ELECTRIC, INC.",7031 HAZEN ST,HOUSTON,TX,77074,238210,Electrical Contractors and Other Wiring Installation,Texas Corporation,2006-07-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ACADIAN ROOFING, LLC","ACADIAN ROOFING, LLC",12726 MEMORIAL DR,HOUSTON,TX,77024,238160,Roofing Contractors,Limited Liability Company (LLC),2024-01-16T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACCELERATED CONTROLLED ENVIRONMENTS,ACCELERATED CONTROLLED ENVIRONMENTS LLC,956 GOLD MESA CT,HOUSTON,TX,77062,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Limited Liability Company (LLC),2024-09-04T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACCENT BUILDING RESTORATION INC,"ACCENT BUILDING RESTORATION, INC.",6106 WESTLINE DR,HOUSTON,TX,77036,238320,"Construction (General, Civil, Specialty Trades)",Foreign Corporation (Out-of-State),2008-08-14T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACCESSIBLE ROOFERS,ACCESSIBLE ROOFERS LLC,1822 HAMLIN VALLEY DR,HOUSTON,TX,77090,238160,Roofing Contractors,Limited Liability Company (LLC),2025-02-11T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACCU ROOF SYSTEMS LLC,ACCU ROOF SYSTEMS LLC,1614 LONGACRE DR,HOUSTON,TX,77055,238162,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2021-01-01T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACE ASPHALT AND CONCRETE,"C.S. PATRICK REAL ESTATE, LLC",7557 BANYAN ST,HOUSTON,TX,77028,238990,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2024-10-02T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACE CONSTRUCTION CONCEPTS,ACE CONSTRUCTION CONCEPTS L.L.C.,4419 N PINE BROOK WAY,HOUSTON,TX,77059,238992,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2022-08-26T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACE DUCT CLEANING INC,"ACE DUCT CLEANING, INC.",14645 HERSHE ST,HOUSTON,TX,77015,238222,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1996-10-01T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ACE ELECTRIC SIGN COMPANY, LLC","ACE ELECTRIC SIGN COMPANY, LLC",14000 SCHILLER RD,HOUSTON,TX,77082,238992,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2024-03-26T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACI MECHANICAL INC,"ACI MECHANICAL, INC.",2016 LOU ELLEN LN,HOUSTON,TX,77018,238221,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1995-02-28T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACN MILLWORK CORP,ACN MILLWORK CORP.,5711 RANSOM ST,HOUSTON,TX,77087,238350,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2002-05-31T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACN MILLWORK GROUP LLC,ACN MILLWORK GROUP LLC,5711 RANSOM ST,HOUSTON,TX,77087,238350,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2018-02-05T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACOUSTI ENGINEERING CO OF FLA TX DIV,ACOUSTI ENGINEERING COMPANY OF FLORIDA,505 W 38TH ST,HOUSTON,TX,77018,238312,"Construction (General, Civil, Specialty Trades)",Foreign Corporation (Out-of-State),1982-08-17T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACS FLOORING GROUP INC,"ACS FLOORING GROUP, INC.",4444 W 12TH ST,HOUSTON,TX,77055,238330,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2006-10-05T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACTION AIR AND HEAT,LEROY DAVIS,402 E KOWIS ST,HOUSTON,TX,77037,238221,"Construction (General, Civil, Specialty Trades)",Type IS,2020-06-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACTION ELECTRICAL SERVICES INC,"ACTION ELECTRICAL SERVICES, INC.",9690 ALMEDA GENOA RD STE 304,HOUSTON,TX,77075,238212,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2001-12-10T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACTION TRUCKING CO,"TORO ROJO, INC.",1306 E ANDERSON RD,HOUSTON,TX,77047,238900,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1998-06-16T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ACUITY ELECTRIC, INC.","ACUITY ELECTRIC, INC.",7814 FULTON ST,HOUSTON,TX,77022,238211,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2010-01-13T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ACURI HVAC CO,HORACIO SANTIAGO ARCURI,6106 S PINESAP DR,HOUSTON,TX,77072,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Type IS,2026-08-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
AD & R MAINTENANCE SERVICES,"AD & R  MAINTENANCE SERVICES, LLC",5910 CUNNINGHAM RD,HOUSTON,TX,77041,238990,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2024-06-03T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ADAIR COMMERCIAL EXTERIOR ENTERPRISE, LLC",ADAIR COMMERCIAL EXTERIOR ENTERPRISES LLC,7001 LYONS AVE,HOUSTON,TX,77020,238160,Roofing Contractors,Limited Liability Company (LLC),2016-05-25T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADAM'S SIGN MAINTENANCE LLC,ADAM'S SIGN MAINTENANCE LLC,1415 CHAMBOARD LN,HOUSTON,TX,77018,238992,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2016-05-06T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADHESIVE SERVICES COMPANY,ADHESIVE SERVICES COMPANY,6730 NORTHWINDS DR,HOUSTON,TX,77041,238992,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1988-03-04T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ADMIRAL COMMERCIAL ELECTRIC, LLC","ADMIRAL COMMERCIAL ELECTRIC, LLC",5228 SH 6,HOUSTON,TX,77020,238210,Electrical Contractors and Other Wiring Installation,Limited Liability Company (LLC),2022-02-17T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADMIRAL GLASS,"ELMORE INTERESTS, INC.",6655 POLK ST,HOUSTON,TX,77011,238152,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2016-01-19T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADROIT INDUSTRIAL MAINTENANCE,"ADROIT INDUSTRIAL MAINTENANCE COMPANY, INC.",14410 LUTHE RD STE 108,HOUSTON,TX,77039,238190,"Construction (General, Civil, Specialty Trades)",Texas Corporation,2023-04-26T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ADVANCE INSTALLATION, INC.","ADVANCE INSTALLATION, INC.",5315 LOTUS ST,HOUSTON,TX,77045,238991,"Construction (General, Civil, Specialty Trades)",Texas Corporation,1989-05-16T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
"ADVANCE PANEL SYSTEMS, LLC","ADVANCE PANEL SYSTEMS, LLC",1819 NOCTURNE LN,HOUSTON,TX,77043,238320,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2010-02-23T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADVANCED ELECTRICAL SERVICES & SOLUTIONS,MICHAEL R HAWTHORN,17534 HEARTWIND CT,HOUSTON,TX,77095,238310,"Construction (General, Civil, Specialty Trades)",Type IS,2011-08-31T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
ADVANCED ENERGY FILMS,ADVANCED ENERGY FILMS LLC,12319 VINTAGE LEAF CIR,HOUSTON,TX,77070,238990,"Construction (General, Civil, Specialty Trades)",Limited Liability Company (LLC),2020-01-17T00:00:00.000,Business Email Compromise (BEC) & Cyber Insurance Renewal
